customer_id,first_name,last_name,email,phone,country,created_at,is_active
C00001,Neha,Brown,user1@email.com,8654958677,DE,2023-01-28 19:02:38.428652763,True
C00002,John,Smith,user2@email.com,6903444571,DE,2024-05-30 20:36:35.344142675,True
C00003,Sara,Doe,,9017064083,US,2022-11-02 05:48:34.009396076,False
C00004,Neha,Smith,user4@email.com,7486129824,US,2022-08-19 17:19:35.221548319,True
C00005,Meera,Brown,user5@email.com,8403672777,DE,2024-11-14 09:44:02.185156107,True
C00006,Chris,Patel,user6@email.com,9332055975,US,2022-01-10 16:55:37.678014994,True
C00007,Sara,Brown,user7@email.com,6041965471,UK,2024-12-28 14:43:55.514360665,True
C00008,Sara,Patel,user8@email.com,7402140667,UK,2024-01-12 02:51:49.442300558,True
C00009,Neha,Chawan,user9@email.com,6311025504,DE,2024-06-26 04:10:23.482282162,False
C00010,Alex,Brown,user10@email.com,8223554561,US,2022-11-19 14:35:51.849520683,True
C00011,Meera,Chawan,user11@email.com,8294552800,IN,2022-01-16 16:12:19.789525270,True
C00012,Neha,Doe,user12@email.com,6377383712,UK,2024-03-18 23:12:39.412069321,True
C00013,Meera,Smith,user13@email.com,9790452456,DE,2024-07-02 09:19:12.033040047,True
C00014,Meera,Patel,user14@email.com,7505931212,US,2024-03-21 19:42:45.891858578,True
C00015,Chris,Smith,user15@email.com,6354371485,DE,2022-06-06 10:06:19.980957747,True
C00016,Sara,Chawan,user16@email.com,6142606240,IN,2024-04-05 00:05:08.868887424,True
C00017,John,Patel,user17@email.com,9541260876,UK,2024-04-21 23:17:26.569639683,True
C00018,Chris,Smith,user18@email.com,6337492083,DE,2023-12-23 02:26:41.106512547,False
C00019,Chris,Brown,user19@email.com,7536745113,DE,2024-04-18 21:31:36.169924736,True
C00020,Meera,Shah,user20@email.com,7704772501,DE,2024-07-15 06:48:55.565030813,True
C00021,Amit,Chawan,user21@email.com,7383386214,IN,2023-11-03 21:30:58.039777517,True
C00022,Sara,Smith,user22@email.com,6570009793,DE,2022-04-08 00:31:54.779243469,True
C00023,Alex,Chawan,user23@email.com,8437569382,IN,2023-06-18 22:51:31.816995382,True
C00024,Chris,Singh,user24@email.com,6862683225,IN,2022-03-27 00:37:28.254611254,True
C00025,John,Chawan,user25@email.com,8961229485,IN,2023-03-23 06:13:51.079916239,True
C00026,Amit,Patel,user26@email.com,8977245305,UK,2023-03-22 18:45:30.723197460,True
C00027,Amit,Singh,user27@email.com,9438493681,UK,2022-03-14 06:44:19.334419966,True
C00028,Alex,Patel,user28@email.com,9528061070,DE,2023-01-17 23:00:13.077784538,True
C00029,Chris,Shah,user29@email.com,6859638753,DE,2022-05-02 13:01:48.130448818,False
C00030,John,Singh,user30@email.com,6176881769,UK,2024-06-04 00:25:16.748552561,True
C00031,Sara,Brown,user31@email.com,6719332214,US,2024-11-03 17:14:28.760446548,True
C00032,Bhavna,Chawan,user32@email.com,8879283627,UK,2022-03-21 04:28:37.091202974,True
C00033,John,Smith,user33@email.com,6449115440,IN,2024-11-11 20:25:39.531453371,True
C00034,Alex,Doe,user34@email.com,8733447114,UK,2023-07-27 05:18:46.910050869,True
C00035,Amit,Chawan,user35@email.com,6533520700,IN,2022-11-25 00:35:09.659860134,True
C00036,Sara,Chawan,user36@email.com,9034290114,DE,2022-03-26 03:56:07.217727184,True
C00037,John,Shah,user37@email.com,9849241210,US,2023-07-03 04:24:20.753606081,True
C00038,Bhavna,Brown,user38@email.com,6135661445,DE,2024-05-19 23:52:06.633180857,True
C00039,Bhavna,Doe,user39@email.com,8554546184,IN,2024-02-14 06:13:57.441247702,True
C00040,Meera,Singh,user40@email.com,8648296520,IN,2022-02-24 23:56:22.492583513,True
C00041,Meera,Singh,user41@email.com,6223214950,IN,2022-03-21 19:51:36.840486526,True
C00042,Neha,Singh,user42@email.com,8632575198,US,2023-03-18 03:30:35.523308515,True
C00043,Alex,Patel,user43@email.com,8324850079,UK,2022-11-20 08:14:03.060887814,True
C00044,Chris,Patel,user44@email.com,7283490344,DE,2022-09-12 11:03:36.035686493,True
C00045,John,Smith,user45@email.com,9045391729,DE,2022-11-04 16:47:53.632755518,True
C00046,John,Doe,user46@email.com,9740783879,UK,2024-05-29 19:31:35.377831697,True
C00047,Chris,Singh,user47@email.com,9066980017,DE,2024-10-14 12:06:47.698002338,True
C00048,Neha,Patel,user48@email.com,8685663067,US,2023-03-20 14:05:55.723864079,True
C00049,Amit,Smith,user49@email.com,9443395901,DE,2024-09-19 04:35:49.689751387,False
C00050,Amit,Brown,user50@email.com,9364774995,IN,2022-12-19 00:54:25.303659678,True
C00051,Neha,Smith,user51@email.com,7457927485,UK,2023-06-06 16:45:50.404013395,True
C00052,Amit,Patel,user52@email.com,8629628014,US,2022-09-05 12:02:31.425376177,True
C00053,Meera,Shah,user53@email.com,9499647226,UK,2023-12-03 07:42:37.398172140,False
C00054,John,Shah,user54@email.com,8080475518,US,2024-12-07 23:37:25.344458342,True
C00055,Neha,Singh,user55@email.com,6344090630,IN,2023-10-23 19:47:54.830471992,True
C00056,John,Shah,user56@email.com,8838200778,UK,2023-01-27 19:21:14.869814634,True
C00057,Chris,Singh,,9843208275,DE,2023-12-11 08:38:32.930271864,True
C00058,Bhavna,Singh,user58@email.com,8375123151,US,2022-05-15 14:21:19.548253298,True
C00059,Meera,Patel,user59@email.com,8351891331,UK,2024-08-31 01:57:38.265748739,True
C00060,Sara,Shah,user60@email.com,8566139269,DE,2023-07-05 21:02:46.415378809,True
C00061,Meera,Singh,user61@email.com,9510267193,UK,2023-05-08 00:54:40.394886494,True
C00062,Neha,Doe,user62@email.com,9366535189,UK,2023-10-04 12:31:35.906010628,True
C00063,Sara,Brown,user63@email.com,7942692249,UK,2023-11-16 03:19:11.690779686,True
C00064,Bhavna,Smith,user64@email.com,8065466238,US,2022-03-20 14:16:05.475477934,True
C00065,Neha,Smith,user65@email.com,8764145154,DE,2024-01-18 11:10:50.065503597,True
C00066,Alex,Patel,user66@email.com,6175037566,IN,2022-09-22 21:57:52.411291599,True
C00067,John,Shah,user67@email.com,8260882216,US,2024-02-21 18:40:30.656183481,False
C00068,Bhavna,Shah,user68@email.com,6704372411,US,2024-06-19 16:12:51.827100039,True
C00069,John,Singh,user69@email.com,9142153065,US,2024-05-30 08:01:46.482528925,True
C00070,Amit,Chawan,user70@email.com,7883803661,IN,2023-08-28 23:43:31.524525641,True
C00071,Alex,Singh,user71@email.com,6350598090,DE,2023-07-24 14:03:53.171735525,True
C00072,Alex,Brown,user72@email.com,9113106385,DE,2022-06-06 10:46:48.950399160,True
C00073,Bhavna,Doe,user73@email.com,6259210229,DE,2024-04-29 00:05:48.597339869,True
C00074,Alex,Smith,user74@email.com,8548112395,UK,2022-10-25 04:38:18.665302753,True
C00075,Sara,Singh,user75@email.com,7061300310,UK,2023-06-28 21:09:20.561960220,True
C00076,Alex,Chawan,user76@email.com,8792992267,UK,2022-11-08 06:43:23.383686543,True
C00077,John,Chawan,user77@email.com,6685239180,IN,2022-05-27 13:00:33.766674995,True
C00078,John,Singh,user78@email.com,8058487320,UK,2023-11-21 08:46:34.587533474,True
C00079,Neha,Patel,user79@email.com,9744281900,IN,2022-03-01 11:50:45.150525331,False
C00080,John,Smith,user80@email.com,8644591858,DE,2024-03-30 18:23:48.310211420,True
C00081,Neha,Patel,user81@email.com,6941516921,UK,2022-12-14 18:10:51.526063681,False
C00082,John,Doe,,7413119122,UK,2022-01-01 03:32:23.035768270,True
C00083,Sara,Chawan,user83@email.com,8019418861,US,2023-07-14 16:28:25.604955912,False
C00084,Chris,Chawan,user84@email.com,7446956387,IN,2022-02-21 07:16:05.361979485,True
C00085,Neha,Brown,user85@email.com,9196654252,DE,2022-10-30 09:44:09.526319742,True
C00086,Meera,Doe,user86@email.com,6782190471,US,2024-02-14 03:20:31.525210380,True
C00087,Amit,Chawan,user87@email.com,9744493276,US,2022-03-10 15:28:59.722401381,True
C00088,Bhavna,Doe,user88@email.com,9391729270,DE,2024-07-08 01:48:56.084816694,True
C00089,John,Smith,user89@email.com,7862535476,US,2022-01-05 04:23:15.242883205,True
C00090,Alex,Shah,user90@email.com,8829128374,IN,2022-09-28 06:31:52.617453575,True
C00091,Chris,Chawan,user91@email.com,6187525407,IN,2024-03-22 06:57:30.944435120,True
C00092,John,Brown,user92@email.com,8139734322,UK,2022-12-13 07:34:46.325590372,True
C00093,Alex,Smith,user93@email.com,6694378283,US,2022-04-22 13:43:55.050149441,True
C00094,Amit,Singh,user94@email.com,8385268305,UK,2023-01-30 10:56:50.589870930,True
C00095,Amit,Doe,user95@email.com,6089597893,US,2022-10-24 01:56:08.038267136,True
C00096,Amit,Singh,user96@email.com,9088948113,IN,2024-07-11 18:28:07.639605761,True
C00097,Alex,Patel,user97@email.com,8805743314,IN,2022-12-10 02:46:59.786895275,True
C00098,John,Smith,user98@email.com,6981205653,IN,2024-05-13 21:08:43.289784431,True
C00099,Amit,Singh,user99@email.com,7427280420,US,2024-09-03 14:23:59.876254082,True
C00100,Sara,Chawan,user100@email.com,8329927991,IN,2023-04-21 00:43:18.431296349,True
C00101,Neha,Doe,user101@email.com,8118607930,US,2024-09-23 09:18:20.953776360,True
C00102,Alex,Shah,user102@email.com,8793127554,UK,2023-02-18 03:55:06.449349642,True
C00103,Alex,Smith,user103@email.com,6350153627,US,2024-11-21 15:58:50.827296257,True
C00104,John,Chawan,user104@email.com,6857028297,UK,2022-04-08 18:31:43.336315393,True
C00105,Alex,Brown,user105@email.com,7731994354,US,2024-01-23 06:51:58.765338898,True
C00106,Alex,Patel,user106@email.com,8921558050,UK,2023-06-25 17:25:58.739549160,True
C00107,Amit,Doe,user107@email.com,6947302844,IN,2023-03-01 11:24:38.186547756,True
C00108,John,Smith,user108@email.com,6310089820,UK,2023-11-24 19:40:05.424647570,True
C00109,Amit,Smith,user109@email.com,7797013429,IN,2024-02-10 17:21:51.725340843,True
C00110,Neha,Shah,user110@email.com,6131651518,IN,2022-01-05 18:40:00.215076447,True
C00111,Chris,Shah,user111@email.com,6874362062,UK,2022-07-02 19:31:37.820194960,True
C00112,Neha,Brown,,7106739552,US,2024-02-20 18:51:00.758411646,True
C00113,Chris,Patel,user113@email.com,9609715590,US,2023-12-31 16:36:31.207807064,True
C00114,Amit,Brown,user114@email.com,7986950475,DE,2024-11-23 19:43:42.365213871,False
C00115,Neha,Chawan,user115@email.com,6748154672,US,2024-04-13 08:04:23.260046005,True
C00116,John,Chawan,user116@email.com,9729202013,DE,2024-11-07 02:18:24.333046436,False
C00117,Bhavna,Brown,user117@email.com,9123167390,US,2024-02-09 06:45:51.769205093,True
C00118,Amit,Patel,user118@email.com,7786308537,US,2022-11-23 08:48:43.354960442,True
C00119,Chris,Brown,user119@email.com,9189900220,IN,2022-04-26 08:59:24.564309120,True
C00120,Sara,Patel,user120@email.com,9634595863,DE,2024-05-06 02:19:52.063337564,True
C00121,Chris,Patel,user121@email.com,7827479955,US,2023-12-07 08:14:29.545393467,True
C00122,Sara,Singh,user122@email.com,8700524324,DE,2022-02-22 18:19:42.260504960,True
C00123,Alex,Doe,user123@email.com,7485779459,IN,2023-01-30 06:07:34.477959871,True
C00124,Neha,Patel,user124@email.com,9158305499,IN,2024-11-13 16:41:56.943337440,False
C00125,Sara,Shah,user125@email.com,7593599339,DE,2023-07-02 22:32:31.593350649,True
C00126,Chris,Patel,,9297348989,IN,2023-04-19 20:07:18.100552320,True
C00127,Alex,Patel,user127@email.com,8168292283,UK,2023-05-17 04:20:44.244910479,True
C00128,Bhavna,Patel,user128@email.com,6172267671,UK,2022-08-17 17:26:16.752680540,True
C00129,John,Singh,,8333457969,IN,2023-02-08 17:37:28.021176577,True
C00130,John,Singh,user130@email.com,9723871920,UK,2023-02-09 22:41:32.522434711,True
C00131,John,Chawan,user131@email.com,8207595442,US,2022-02-27 07:53:23.749896288,False
C00132,Sara,Singh,user132@email.com,8485391967,DE,2024-04-20 11:40:38.198823214,True
C00133,Bhavna,Shah,user133@email.com,8525691496,US,2023-04-02 01:44:11.293562174,True
C00134,Sara,Shah,user134@email.com,7883838883,DE,2024-06-19 06:53:14.731928110,True
C00135,Neha,Singh,,6126248185,IN,2024-07-20 03:08:43.689950943,True
C00136,Sara,Brown,user136@email.com,9114957940,US,2022-08-21 03:12:13.526930570,True
C00137,Bhavna,Doe,user137@email.com,7698724705,IN,2023-12-21 19:14:58.241151571,True
C00138,Bhavna,Singh,user138@email.com,8090227199,IN,2023-06-02 03:33:56.928251266,True
C00139,Neha,Patel,user139@email.com,8603560675,DE,2024-08-21 18:31:08.661275864,True
C00140,Bhavna,Smith,user140@email.com,9751324225,DE,2022-08-25 05:39:54.175525904,True
C00141,Chris,Doe,user141@email.com,8567203150,DE,2024-01-13 04:55:51.254932642,True
C00142,Bhavna,Doe,user142@email.com,9868485025,US,2023-10-28 11:43:32.782085657,True
C00143,John,Shah,user143@email.com,9405720483,UK,2022-11-20 08:31:22.190115929,True
C00144,Chris,Doe,user144@email.com,7811277573,DE,2022-05-30 13:52:18.292630196,True
C00145,Chris,Singh,user145@email.com,8813243686,DE,2023-12-15 13:05:34.459234238,True
C00146,Neha,Patel,user146@email.com,7188966313,US,2024-03-19 18:20:28.318983555,True
C00147,Meera,Patel,user147@email.com,8544125298,DE,2022-12-12 14:41:11.738763094,True
C00148,Meera,Chawan,user148@email.com,7219145913,US,2023-12-08 02:12:03.001343012,True
C00149,Bhavna,Patel,user149@email.com,9918570741,IN,2023-03-09 16:02:24.907309055,True
C00150,Chris,Patel,user150@email.com,7542541948,DE,2024-02-20 23:04:36.813601971,True
C00151,Meera,Shah,user151@email.com,6904787211,DE,2022-08-07 03:22:38.727176666,True
C00152,Meera,Patel,,7648610946,IN,2024-09-01 18:51:00.969403267,True
C00153,Bhavna,Chawan,user153@email.com,8675621100,IN,2022-11-11 17:07:27.102415562,True
C00154,Meera,Smith,user154@email.com,8000650769,IN,2023-02-07 17:24:56.729634047,True
C00155,Sara,Singh,user155@email.com,8712530471,DE,2022-03-05 14:39:23.402417660,True
C00156,Alex,Shah,user156@email.com,9590584340,UK,2022-05-03 02:32:27.383291245,True
C00157,Neha,Smith,user157@email.com,9148696462,UK,2023-07-19 20:51:02.891808033,True
C00158,Alex,Shah,user158@email.com,7012719328,UK,2022-10-21 00:20:07.959879875,True
C00159,Bhavna,Brown,user159@email.com,6565078882,DE,2024-07-03 20:25:13.197017431,True
C00160,John,Doe,user160@email.com,9332895513,IN,2022-01-17 02:08:32.113867760,False
C00161,Neha,Brown,user161@email.com,9074444807,DE,2023-02-20 02:35:29.756754637,True
C00162,Bhavna,Patel,user162@email.com,7740793955,IN,2023-01-05 09:26:27.488730431,True
C00163,Chris,Smith,user163@email.com,9904264943,DE,2022-01-22 03:55:48.505852461,False
C00164,John,Patel,user164@email.com,8584949213,DE,2022-05-17 04:24:05.492640257,False
C00165,Alex,Doe,user165@email.com,6771733078,IN,2023-03-29 22:31:46.188702345,True
C00166,Bhavna,Shah,user166@email.com,8716740905,UK,2023-06-24 16:28:52.605404139,True
C00167,Chris,Doe,user167@email.com,7020240811,IN,2023-03-19 16:44:04.408288717,True
C00168,Neha,Chawan,user168@email.com,7601372685,US,2023-08-05 09:02:31.879211426,True
C00169,Neha,Doe,user169@email.com,8201665537,US,2023-10-14 16:03:37.499476671,True
C00170,Amit,Chawan,user170@email.com,6777290102,IN,2022-01-11 20:47:52.869262218,True
C00171,Chris,Doe,user171@email.com,7773955364,DE,2023-05-24 04:25:14.845577002,True
C00172,Sara,Singh,user172@email.com,9669556036,US,2024-11-21 00:45:36.181892872,True
C00173,Meera,Chawan,user173@email.com,6296923045,US,2023-07-23 08:10:05.958496332,True
C00174,John,Smith,user174@email.com,8114317292,DE,2024-01-12 21:48:38.839756727,True
C00175,Chris,Patel,user175@email.com,7877611048,DE,2022-12-08 11:46:55.869800568,True
C00176,Amit,Patel,user176@email.com,7061849405,UK,2024-04-27 12:29:36.304276466,True
C00177,Meera,Brown,user177@email.com,6418301429,DE,2024-04-26 08:22:35.557335377,True
C00178,Meera,Patel,user178@email.com,9739842363,IN,2023-07-25 19:39:36.476462841,True
C00179,Bhavna,Shah,user179@email.com,7739551100,IN,2024-12-04 17:38:35.792799950,True
C00180,Meera,Singh,user180@email.com,7912571502,UK,2022-05-18 11:27:34.718265057,False
C00181,Sara,Doe,user181@email.com,8546565133,US,2022-01-19 13:23:04.679873466,True
C00182,Neha,Brown,user182@email.com,8211123703,US,2024-04-23 07:45:28.097915411,True
C00183,Amit,Shah,user183@email.com,8488568038,DE,2024-06-02 20:02:51.079016685,True
C00184,Meera,Shah,user184@email.com,7542895576,IN,2022-05-12 15:02:45.532639502,True
